timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev 
1426597983.938 3226309 21342 2 173.874 2 20.0476 47.6028731 8.5340256 418.793 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -197.895 153.316 91.3504 47.6042519179462 8.53139402302943 510.148345398934 
1426597984.138 3225466 21170 2 173.343 2 19.8786 47.6028721 8.5340258 418.799 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -201.283 152.979 91.4123 47.6042478847194 8.53134917721679 510.216287473829 
1426597984.338 3225079 20999 2 172.82 2 19.7101 47.6028721 8.5340253 418.822 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -204.689 152.64 91.4745 47.6042448343357 8.53130337689528 510.301581303042 
1426597984.538 3224598 20813 2 172.308 2 19.5437 47.6028722 8.5340254 418.85 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -208.083 152.302 91.5364 47.6042418953213 8.53125834569834 510.391644388403 
1426597984.739 3223835 20630 2 171.804 2 19.378 47.6028726 8.5340255 418.852 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -211.494 151.963 91.5987 47.6042392410749 8.53121308845845 510.456020130287 
1426597984.939 3223271 20456 2 171.316 2 19.2157 47.6028722 8.5340255 418.775 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -214.867 151.627 91.6603 47.6042358210991 8.53116824017634 510.440697770418 
1426597985.139 3222824 20296 2 170.829 2 19.0526 47.6028723 8.5340253 418.74 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -218.29 151.286 91.7228 47.6042328554519 8.53112251405196 510.468309453941 
1426597985.339 3222418 20126 2 170.362 2 18.8941 47.6028723 8.5340249 418.746 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -221.648 150.952 91.7841 47.6042298487272 8.53107746336828 510.535718987365 
1426597985.539 3221939 19947 2 169.894 2 18.7343 47.6028723 8.5340249 418.746 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -225.072 150.611 91.8466 47.6042267830369 8.53103193727734 510.598334337402 
1426597985.739 3221233 19773 2 169.437 2 18.5767 47.6028727 8.5340248 418.788 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -228.481 150.272 91.9088 47.604224130548 8.53098650763179 510.702681345145 
